Estancia,Categoria,Tipo_mueble,Mas_vendido,Enlace_producto,Nombre,Descripcion,Precio,Opiniones_5,Opiniones_4,Opiniones_3,Opiniones_2,Opiniones_1,Valoracion_Diseno,Valoracion_Montaje,Valoracion_Calidad,Valoracion_Relacion,Valoracion_Funcionamiento,Imagen_principal,ID,Resenas,Valoracion,Ancho,Largo,Altura,relacionados_lista,Variantes_ID,Variantes_colores,grupo_agrupacion,Score
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,spiksmed-mueble-almacenaje-gris-claro,SPIKSMED,Mueble de almacenaje,59.99,34,12,9,2,2,4.5,4.6,4.1,4.3,4.1,https://www.ikea.com/es/es/images/products/spiksmed-mueble-almacenaje-gris-claro__1152576_pe885416_s5.jpg?f=s,10520873,59,4.3,60.0,35.0,96.0,"[39503316, 60481204, 89508000, 20503547, 40300662, 79388003, 40553616, 69287392, 29279186, 20483262, 80565518, 49535289]",Sin_variacion,[],Mueble de almacenaje,0.6975902793159675
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,spiksmed-combinacion-almacenaje-gris-claro,SPIKSMED,Combinación de almacenaje,119.98,1,6,0,0,0,4.6,4.6,3.7,4.6,4.0,https://www.ikea.com/es/es/images/products/spiksmed-combinacion-almacenaje-gris-claro__1162284_pe889757_s5.jpg?f=s,39503316,7,4.1,119.0,32.0,97.0,"[10520873, 29279186, 49535289, 20483262, 29535290, 89508000, 80565518, 20503547, 90542890, 79388003, 30381593, 50531252]",Sin_variacion,[],Combinación de almacenaje,0.6231244485195899
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,tonstad-armario-con-puertas-hueso,TONSTAD,Armario con puertas,169.0,6,2,0,0,0,4.9,4.0,4.5,4.6,4.9,https://www.ikea.com/es/es/images/products/tonstad-armario-con-puertas-hueso__1335579_pe947099_s5.jpg?f=s,90488713,8,4.8,81.0,47.0,91.0,"[29571768, 90488874, 30488886, 29534667, 50529249, 59571757, 489236, 10489231, 20483262, 79388003, 39571763, 30529245]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.6536670910450405
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,vihals-almacenaje-blanco,VIHALS,Almacenaje,169.0,155,37,10,7,6,4.6,4.4,4.2,4.4,4.5,https://www.ikea.com/es/es/images/products/vihals-almacenaje-blanco__1038847_pe839901_s5.jpg?f=s,90483268,215,4.5,105.0,37.0,140.0,"[20458823, 40300662, 79057526, 49442191, 69428896, 79440614, 9440617, 19549631, 20305707, 49387991, 29549918, 79412649]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.7428890115828384
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,vihals-armario-con-puertas-correderas-blanco,VIHALS,Armario con puertas correderas,129.0,94,32,11,1,1,4.5,4.3,4.4,4.4,4.6,https://www.ikea.com/es/es/images/products/vihals-armario-con-puertas-correderas-blanco__1035574_pe838109_s5.jpg?f=s,20483262,139,4.6,95.0,47.0,90.0,"[30488886, 39503316, 40300662, 90542890, 90488713, 79388003, 29440616, 80565518, 10520873, 10365141, 89508000, 49535289]",['90542890'],['Gris Oscuro'],CATEGORIA_Muebles auxiliares,0.7556844213119711
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,ivar-armario-con-puertas-verde-grisaceo-rejilla,IVAR,Armario con puertas,99.0,72,31,11,4,8,4.7,4.4,4.2,4.1,4.2,https://www.ikea.com/es/es/images/products/ivar-armario-con-puertas-verde-grisaceo-rejilla__1175904_pe894869_s5.jpg?f=s,50531252,126,4.2,80.0,47.0,83.0,"[531240, 30381593, 89508118, 49508158, 69508162, 50547390, 99508108, 40033763, 494394, 39403473, 29422330, 39503316]","['30381593', '00531240']","['Blanco', 'Negro']",CATEGORIA_Muebles auxiliares,0.738025319665585
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,besta-estante-con-puerta-blanco-lappviken-blanco,BESTÅ,Estante con puerta,65.0,158,52,20,12,10,4.6,4.4,4.1,4.2,4.5,https://www.ikea.com/es/es/images/products/besta-estante-con-puerta-blanco-lappviken-blanco__0353013_pe537151_s5.jpg?f=s,59046906,252,4.3,60.0,42.0,64.0,"[39046907, 29425003, 59046690, 79046905, 19431858, 59432059, 19425008, 39432055, 79425005, 99425009, 49047548, 99432057]","['39046907', '49047548', '99535772', '79046953', '99046952', '29425003', '59046690', '79046905', '19425008', '59046954', '99425009', '29426149', '79425005', '49426148']","['Blanco', 'Marrón', 'Gris', 'Negro', 'Negro', 'Blanco', 'Blanco', 'Blanco', 'Blanco', 'Negro', 'Blanco', 'Negro', 'Marrón', 'Marrón']",CATEGORIA_Muebles auxiliares,0.8408705197378245
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,besta-estanteria-con-puertas-blanco-lappviken-blanco,BESTÅ,Estantería con puertas,115.0,12,8,4,8,15,4.0,3.6,2.6,2.7,2.8,https://www.ikea.com/es/es/images/products/besta-estanteria-con-puertas-blanco-lappviken-blanco__1011760_pe828570_s5.jpg?f=s,69429706,47,2.9,60.0,42.0,129.0,"[39429699, 49429707, 89535796, 59432059, 59046906, 99429700, 49425002, 39432055, 39046907, 19431858, 9535795, 69432054]","['49429707', '89535796', '19429704']","['Marrón', 'Gris', 'Negro']",CATEGORIA_Estanterías,0.4357565576011758
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,ikea-ps-armario-blanco,IKEA PS,Armario,109.0,233,73,24,8,7,4.7,4.4,4.3,4.4,4.5,https://www.ikea.com/es/es/images/products/ikea-ps-armario-blanco__0644741_pe702929_s5.jpg?f=s,10251451,345,4.5,119.0,40.0,63.0,"[19279177, 29279186, 39388359, 50547390, 70328669, 9388365, 80565518, 39503316, 30474771, 29535290, 79388362, 49535289]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.8032825235984127
Salón,Muebles auxiliares,Armarios de salón y vitrinas,1,lixhult-combinacion-armario-gris,LIXHULT,Combinación armario,79.98,91,49,8,2,6,4.7,4.0,4.3,4.5,4.5,https://www.ikea.com/es/es/images/products/lixhult-combinacion-armario-gris__0622550_pe690607_s5.jpg?f=s,19279177,156,4.4,120.0,35.0,57.0,"[10251451, 29279186, 39388359, 80565518, 29535290, 49535289, 69535288, 40544740, 70328669, 39503316, 9388365, 60542924]",Sin_variacion,[],Combinación armario,0.9134145197116812
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,tonstad-armario-con-puertas-correderas-hueso,TONSTAD,Armario con puertas correderas,199.0,3,0,0,0,0,5.0,4.7,5.0,4.7,5.0,https://www.ikea.com/es/es/images/products/tonstad-armario-con-puertas-correderas-hueso__1335576_pe947100_s5.jpg?f=s,30488886,3,5.0,81.0,37.0,116.0,"[90488713, 20483262, 10489231, 29571768, 90488874, 30365135, 39503316, 59571757, 39571763, 29534667, 20458823, 99412808]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.6427065165951233
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,greaker-armario-con-cajones-blanco,GREÅKER,Armario con cajones,149.0,40,6,0,0,1,4.8,4.5,4.5,4.6,4.9,https://www.ikea.com/es/es/images/products/greaker-armario-con-cajones-blanco__1079293_pe857487_s5.jpg?f=s,50501071,47,4.8,84.0,37.0,101.0,"[20503547, 415052, 40300662, 79388003, 99412808, 40415050, 30520358, 89508000, 40529235, 50529249, 60568725, 60407266]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.7356639279283642
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,hauga-combinacion-almacenaje-blanco,HAUGA,Combinación de almacenaje,328.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/hauga-combinacion-almacenaje-blanco__0914344_pe783957_s5.jpg?f=s,99575579,0,4.489009159034138,208.0,38.5,116.0,"[99612077, 49611645, 39575577, 29612071, 9612067, 19612076, 59611447, 10599480, 581536, 10458710, 50599478, 50581529]","['49611645', '39575577']","['Blanco', 'Gris']",Combinación de almacenaje,0.4816240878132899
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,idanas-armario-puertas-plegables-blanco,IDANÄS,Armario puertas plegables,299.0,143,36,6,4,13,4.8,4.1,4.3,4.2,4.5,https://www.ikea.com/es/es/images/products/idanas-armario-puertas-plegables-blanco__0898847_pe782661_s5.jpg?f=s,20458823,202,4.4,121.0,37.0,135.0,"[80458820, 60458835, 89388291, 59576477, 79412649, 90483268, 49388636, 298128, 9388638, 79388296, 29388637, 60456916]",['80458820'],[],CATEGORIA_Muebles auxiliares,0.7042985847395147
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,lixhult-mueble-almacenaje-metal-gris,LIXHULT,Mueble de almacenaje,39.99,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/lixhult-mueble-almacenaje-metal-gris__0644746_pe702934_s5.jpg?f=s,70328669,0,4.489009159034138,60.0,35.0,35.0,[],Sin_variacion,[],Mueble de almacenaje,0.591153348261705
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,lixhult-mueble-almacenaje-metal-antracita,LIXHULT,Mueble de almacenaje,39.99,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/lixhult-mueble-almacenaje-metal-antracita__0914419_pe784005_s5.jpg?f=s,20476520,0,4.489009159034138,35.0,35.0,60.0,[],Sin_variacion,[],Mueble de almacenaje,0.591153348261705
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,tonstad-armario-con-puertas-correderas-chapa-roble,TONSTAD,Armario con puertas correderas,225.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/tonstad-armario-con-puertas-correderas-chapa-roble__1186254_pe898736_s5.jpg?f=s,10489231,0,4.489009159034138,82.0,37.0,120.0,[],Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.4826226971395761
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,ivar-armario-pino,IVAR,Armario,79.0,392,193,69,49,47,4.2,4.2,4.0,4.1,4.2,https://www.ikea.com/es/es/images/products/ivar-armario-pino__21439_pe106384_s5.jpg?f=s,40033763,750,4.1,80.0,30.0,83.0,"[70033766, 9417382, 494394, 29422330, 69562823, 39403821, 30381593, 50531252, 19590606, 29403949, 522330, 30534567]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.8206073562363388
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,besta-combinacion-almacenaje-pared-blanco-lappviken-blanco,BESTÅ,Combinación de almacenaje en pared,210.0,19,6,4,5,11,4.2,3.4,3.3,3.3,3.6,https://www.ikea.com/es/es/images/products/besta-combinacion-almacenaje-pared-blanco-lappviken-blanco__0719264_pe731968_s5.jpg?f=s,89425910,45,3.4,180.0,42.0,64.0,"[49425912, 99412484, 49597828, 79612219, 29412487, 69597827, 49417865, 39569345, 29421793, 29325008, 99421803]","['49425912', '79612219', '29412487', '99508113', '69425911', '19612217', '09425909', '39569345', '39508111', '69421791', '59421777', '49597828', '69597827', '99421803', '99412484', '29412468', '39421801', '69569344', '89569343', '19508112', '19569346', '79412456', '29421793', '49417865', '89421790', '19424117', '19417862']","['Blanco', 'Marrón', 'Marrón', 'Gris', 'Negro', 'Marrón', 'Negro', 'Blanco', 'Gris', 'Negro', 'Blanco', 'Blanco', 'Blanco', 'Blanco', 'Blanco', 'Negro', 'Blanco', 'Blanco', 'Blanco', 'Gris', 'Negro', 'Negro', 'Blanco', 'Marrón', 'Marrón', 'Marrón', 'Marrón']",CATEGORIA_Estanterías de cubos,0.4799426590836965
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,tonstad-armario-con-puertas-chapa-roble,TONSTAD,Armario con puertas,199.0,10,1,0,0,1,4.6,4.2,4.5,4.5,4.6,https://www.ikea.com/es/es/images/products/tonstad-armario-con-puertas-chapa-roble__1186268_pe898750_s5.jpg?f=s,489236,12,4.6,82.0,47.0,90.0,"[10489231, 20489297, 19515056, 99515062, 90488713, 20489278, 89515067, 90488874, 29571768, 69515068, 489284, 39515055]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.6388629361311482
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,hauga-armario-blanco,HAUGA,Armario,129.0,280,66,14,0,5,4.8,4.6,4.5,4.6,4.8,https://www.ikea.com/es/es/images/products/hauga-armario-blanco__0914104_pe783847_s5.jpg?f=s,415052,365,4.7,70.0,40.0,116.0,"[40415050, 50501071, 20503547, 20415046, 20508842, 30415055, 99494724, 60407266, 60568725, 30520358, 40300662, 40529235]",['40415050'],['Gris'],CATEGORIA_Muebles auxiliares,0.8207023722863933
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,havsta-mueble-almacenaje-blanco,HAVSTA,Mueble de almacenaje,230.0,6,1,0,0,0,4.9,4.6,4.8,4.9,4.9,https://www.ikea.com/es/es/images/products/havsta-mueble-almacenaje-blanco__1294510_pe935483_s5.jpg?f=s,50529249,7,4.9,81.0,35.0,123.0,"[29534667, 30529245, 39534662, 80529238, 529242, 9534753, 90488713, 59534755, 40529235, 30529231, 89597464, 60529263]",['30529245'],['Gris'],Mueble de almacenaje,0.6317178072855594
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,havsta-armario-con-zocalo-blanco,HAVSTA,Armario con zócalo,195.0,33,9,8,3,4,4.5,3.9,4.1,4.2,4.2,https://www.ikea.com/es/es/images/products/havsta-armario-con-zocalo-blanco__1296025_pe935659_s5.jpg?f=s,529242,57,4.1,81.0,47.0,89.0,"[80529238, 40529235, 50529249, 79534679, 29534667, 30529231, 60529263, 39534761, 59619071, 59534755, 79534735, 39534836]",['80529238'],['Gris'],CATEGORIA_Muebles auxiliares,0.6401704532839932
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,eket-combinacion-almacenaje-con-patas-blanco-efecto-roble-tinte-blanco,EKET,Combinación de almacenaje con patas,77.0,21,6,2,4,4,4.4,3.6,3.7,4.0,4.0,https://www.ikea.com/es/es/images/products/eket-combinacion-almacenaje-con-patas-blanco-efecto-roble-tinte-blanco__0709272_pe726911_s5.jpg?f=s,39290126,37,4.0,35.0,35.0,107.0,"[79490798, 9284650, 90333938, 79495084, 89549388, 69287392, 69562494, 19494474, 9483292, 89307643, 79386075, 29521740]","['09284650', '79490798']","['Blanco', 'Marrón']",Combinación de almacenaje con patas,0.6058486064058457
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,bror-armario-verde-grisaceo,BROR,Armario,129.0,29,12,9,8,11,4.1,3.2,3.6,3.5,3.6,https://www.ikea.com/es/es/images/products/bror-armario-verde-grisaceo__1197380_pe903501_s5.jpg?f=s,50547390,69,3.6,76.0,40.0,66.0,"[50300015, 29279186, 30409295, 39388359, 50531252, 10251451, 39417601, 9388365, 89508118, 99508108, 531240, 89283005]",['50300015'],['Negro'],CATEGORIA_Muebles auxiliares,0.5960731738715959
Salón,Muebles auxiliares,Armarios de salón y vitrinas,1,besta-estanteria-con-puertas-blanco-lappviken-blanco,BESTÅ,Estantería con puertas,160.0,25,13,10,8,33,4.1,3.4,2.7,2.8,3.0,https://www.ikea.com/es/es/images/products/besta-estanteria-con-puertas-blanco-lappviken-blanco__1011679_pe828531_s5.jpg?f=s,39429699,89,2.9,60.0,42.0,193.0,"[69429706, 99429700, 9535795, 69071622, 79057526, 49421971, 69421692, 89535796, 29301762, 49425002, 49429707, 39284998]","['99429700', '09535795', '79429697']","['Marrón', 'Gris', 'Negro']",CATEGORIA_Estanterías,0.6194503846210735
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,eket-mueble-almacenaje-con-riel-blanco,EKET,Mueble de almacenaje con riel,30.0,56,22,15,4,6,4.5,4.0,4.0,4.1,4.3,https://www.ikea.com/es/es/images/products/eket-mueble-almacenaje-con-riel-blanco__1418053_pe976394_s5.jpg?f=s,89307643,103,4.1,35.0,35.0,35.0,"[19590376, 80332114, 90333938, 79336392, 30428915, 89222502, 80334603, 9581179, 69336383, 49489112, 90582027]",['09581179'],['Marrón'],Mueble de almacenaje con riel,0.8390603757100976
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,stockholm-2025-armario-con-puertas-correderas-ratan-pino,STOCKHOLM 2025,Armario con puertas correderas,399.0,27,0,0,0,3,4.8,4.8,4.6,4.4,4.7,https://www.ikea.com/es/es/images/products/stockholm-2025-armario-con-puertas-correderas-ratan-pino__1388465_pe964804_s5.jpg?f=s,70586639,30,4.6,125.0,47.0,110.0,"[90586488, 10586492, 40574096, 89488813, 10586487, 10586604, 69501330, 586181, 39488815, 60586692, 29494647, 69515068]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.6527015470547725
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,lommarp-mueble-almacenaje-beige-claro,LOMMARP,Mueble de almacenaje,399.0,243,45,18,10,7,4.9,4.2,4.5,4.4,4.6,https://www.ikea.com/es/es/images/products/lommarp-mueble-almacenaje-beige-claro__0739329_pe741693_s5.jpg?f=s,10436997,323,4.6,102.0,35.0,101.0,"[40574096, 10496038, 80496025, 39412811, 30529245, 596161, 30529231, 80529238, 40529235, 89597464, 29534667, 39534662]",Sin_variacion,[],Mueble de almacenaje,0.7253730256599806
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,hauga-aparador-blanco,HAUGA,Aparador,199.0,319,59,18,7,7,4.8,4.3,4.4,4.5,4.7,https://www.ikea.com/es/es/images/products/hauga-aparador-blanco__0914116_pe783853_s5.jpg?f=s,60407266,410,4.6,140.0,38.0,84.0,"[30456908, 80496025, 70476259, 60568725, 30491718, 89508038, 415052, 29384875, 40529235, 19525611, 29412661, 39525605]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.780901268494635
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,stockholm-2025-armario-chapa-roble,STOCKHOLM 2025,Armario,399.0,12,0,0,0,0,5.0,4.7,5.0,4.8,5.0,https://www.ikea.com/es/es/images/products/stockholm-2025-armario-chapa-roble__1397704_pe967725_s5.jpg?f=s,90586488,12,5.0,80.0,40.0,126.0,"[10586487, 70586639, 10586492, 10586604, 89488813, 60586692, 69501330, 20489278, 40239721, 586181, 39488815, 586633]","['10586487', '10586492']","['Marrón', 'Verde']",CATEGORIA_Muebles auxiliares,0.6702751373887282
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,radmanso-mueble-almacenaje-marron-efecto-nogal,RÅDMANSÖ,Mueble de almacenaje,199.0,3,2,1,0,1,4.3,4.0,4.0,4.0,4.0,https://www.ikea.com/es/es/images/products/radmanso-mueble-almacenaje-marron-efecto-nogal__1417025_pe975801_s5.jpg?f=s,80597755,7,3.9,118.0,49.0,103.0,"[90506750, 40239721, 10586487, 60342072, 19612359, 39488815, 40597818, 10586604, 19555815, 9412493, 30507012, 49612348]",Sin_variacion,[],Mueble de almacenaje,0.4985764934564734
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,lixhult-combinacion-armario-gris,LIXHULT,Combinación armario,159.96,30,8,1,1,1,4.6,4.2,4.3,4.3,4.5,https://www.ikea.com/es/es/images/products/lixhult-combinacion-armario-gris__0622553_pe690616_s5.jpg?f=s,29279186,41,4.6,120.0,35.0,92.0,"[39388359, 10251451, 19279177, 9388365, 39503316, 50547390, 79388362, 80565518, 49535289, 29535290, 70328669, 40342073]",Sin_variacion,[],Combinación armario,0.6575470039850521
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,havsta-armario-con-zocalo-blanco,HAVSTA,Armario con zócalo,260.0,8,3,1,1,0,4.7,4.2,4.5,4.4,4.5,https://www.ikea.com/es/es/images/products/havsta-armario-con-zocalo-blanco__1289308_pe934581_s5.jpg?f=s,29534667,13,4.4,81.0,37.0,134.0,"[50529249, 39534662, 30529245, 90488713, 80529238, 529242, 59534755, 89597464, 9534753, 40529235, 10436997, 29571768]",['39534662'],['Gris'],CATEGORIA_Muebles auxiliares,0.6074508198596881
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,skruvby-vitrina-blanco,SKRUVBY,Vitrina,248.99,7,2,0,0,0,4.7,4.3,4.6,4.6,4.7,https://www.ikea.com/es/es/images/products/skruvby-vitrina-blanco__1291713_pe934974_s5.jpg?f=s,19525611,9,4.8,190.0,37.0,90.0,"[39525605, 79525608, 89388644, 19443012, 60568725, 29521207, 49561339, 9388643, 69525604, 80496025, 89388639, 60407266]",['79525608'],['Negro'],Vitrina,0.6379655251842471
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,eket-mueble-almacenaje-con-2-cajones-blanco,EKET,Mueble de almacenaje con 2 cajones,45.0,83,63,26,19,23,4.3,3.8,3.6,3.7,3.8,https://www.ikea.com/es/es/images/products/eket-mueble-almacenaje-con-2-cajones-blanco__0783759_pe761569_s5.jpg?f=s,30428915,214,3.8,35.0,35.0,35.0,"[333947, 80332114, 80334603, 19590376, 90333938, 69329387, 89307643, 20574592, 70332124, 79336392, 49590370, 340047]",['20574592'],['Marrón'],CATEGORIA_Muebles auxiliares,0.8116975238461814
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,lixhult-combinacion-almacenaje-antracita,LIXHULT,Combinación de almacenaje,159.96,8,2,0,2,2,4.4,3.9,3.9,4.2,4.3,https://www.ikea.com/es/es/images/products/lixhult-combinacion-almacenaje-antracita__0914576_pe784139_s5.jpg?f=s,39388359,14,3.9,140.0,35.0,82.0,"[29279186, 19279177, 502799, 99508108, 50547390, 10251451, 59139910, 79421762, 9388365, 79388362, 89508076, 89508118]",Sin_variacion,[],Combinación de almacenaje,0.6164053049637848
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,havsta-combi-almacenaje-puertas-correderas-blanco,HAVSTA,Combi almacenaje puertas correderas,734.0,8,0,0,0,0,4.9,5.0,4.5,4.4,4.9,https://www.ikea.com/es/es/images/products/havsta-combi-almacenaje-puertas-correderas-blanco__1289924_pe934589_s5.jpg?f=s,39534836,8,5.0,202.0,47.0,212.0,"[39534761, 69534830, 79534735, 19534880, 60529263, 40529235, 59534760, 59597465, 19443012, 89388644, 89139923, 529256]",['69534830'],['Gris'],Combi almacenaje puertas correderas,0.6239572532517539
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,havsta-combi-almacenaje-puertas-vidrio-blanco,HAVSTA,Combi almacenaje puertas vidrio,435.0,30,5,5,5,2,4.3,4.2,4.0,4.0,4.2,https://www.ikea.com/es/es/images/products/havsta-combi-almacenaje-puertas-vidrio-blanco__1289317_pe934594_s5.jpg?f=s,79534735,47,4.2,81.0,47.0,212.0,"[9534734, 39534761, 59597465, 60529263, 49597461, 10487840, 59534760, 19534880, 39534836, 10496038, 529256, 50413507]",['09534734'],['Gris'],CATEGORIA_Muebles auxiliares,0.5929580674396173
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,tonstad-combinacion-almacenaje-chapa-roble,TONSTAD,Combinación de almacenaje,430.0,2,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/tonstad-combinacion-almacenaje-chapa-roble__1208132_pe908335_s5.jpg?f=s,19515056,2,5.0,202.0,37.0,120.0,"[10489231, 69515068, 20489278, 89515067, 99515057, 99515062, 489284, 79515063, 79515058, 20489297, 489236, 29569341]",Sin_variacion,[],Combinación de almacenaje,0.6171407780196323
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,spiksmed-combinacion-almacenaje-gris-claro,SPIKSMED,Combinación de almacenaje,169.98,0,1,1,1,2,4.0,3.0,2.0,2.0,2.4,https://www.ikea.com/es/es/images/products/spiksmed-combinacion-almacenaje-gris-claro__1301068_pe937264_s5.jpg?f=s,69535288,5,2.2,195.0,40.0,79.0,"[30491718, 49535289, 29535290, 60542924, 80565518, 40544740, 99571760, 29384875, 29412661, 89139923, 19279177, 29569341]",Sin_variacion,[],Combinación de almacenaje,0.3095833536036094
Salón,Muebles auxiliares,Armarios de salón y vitrinas,1,bror-armario-con-puertas-negro,BROR,Armario con puertas,299.0,67,12,7,4,3,4.6,4.2,4.4,4.3,4.5,https://www.ikea.com/es/es/images/products/bror-armario-con-puertas-negro__1041747_pe841137_s5.jpg?f=s,50494297,93,4.5,85.0,40.0,191.0,"[9423217, 50300015, 70494300, 99495097, 49436883, 79272677, 9516141, 39283003, 79388362, 49471744, 39417601, 59291634]",Sin_variacion,[],CATEGORIA_Muebles auxiliares,0.8416866148643051
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,hallan-mueble-almacenaje-blanco,HÄLLAN,Mueble de almacenaje,69.99,1,2,0,0,2,3.2,3.0,3.0,3.0,3.2,https://www.ikea.com/es/es/images/products/hallan-mueble-almacenaje-blanco__0554177_pe659666_s5.jpg?f=s,50363729,5,3.0,45.0,35.0,50.0,"[40474761, 30474771, 20476520, 70328669, 60591373, 10251451, 29541941, 9284650, 60474760, 90333938, 10520873, 10496401]",Sin_variacion,[],Mueble de almacenaje,0.4058477459623687
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,lixhult-combinacion-armario-gris-antracita,LIXHULT,Combinación armario,119.97,6,1,0,0,0,4.7,4.3,4.7,4.6,4.7,https://www.ikea.com/es/es/images/products/lixhult-combinacion-armario-gris-antracita__0914584_pe784144_s5.jpg?f=s,9388365,7,4.9,95.0,35.0,92.0,"[29279186, 70328669, 50547390, 39388359, 20476520, 39579962, 10251451, 19279177, 90555364, 10520873, 39503316, 49508158]",Sin_variacion,[],Combinación armario,0.6472896415625601
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,spiksmed-combinacion-almacenaje-gris-claro,SPIKSMED,Combinación de almacenaje,124.98,2,0,1,0,0,4.5,4.5,4.5,4.5,4.5,https://www.ikea.com/es/es/images/products/spiksmed-combinacion-almacenaje-gris-claro__1301065_pe937261_s5.jpg?f=s,49535289,3,4.3,137.0,32.0,96.0,"[29535290, 80565518, 69535288, 39503316, 19279177, 30491718, 29279186, 60542924, 40553616, 40544740, 99521204, 10520873]",Sin_variacion,[],Combinación de almacenaje,0.6405899464045789
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,tonstad-almacenaje-con-cajones-chapa-roble-vidrio,TONSTAD,Almacenaje con cajones,449.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/tonstad-almacenaje-con-cajones-chapa-roble-vidrio__1287758_pe933959_s5.jpg?f=s,89547879,0,4.489009159034138,82.0,47.0,210.0,"[89547884, 59515064, 39515055, 49547881, 29547882, 20489278, 39515060, 59547885, 489284, 79515063, 89571765, 9547883]",Sin_variacion,[],Almacenaje con cajones,0.4838331766714018
Salón,Muebles auxiliares,Armarios de salón y vitrinas,0,vihals-combinacion-almacenaje-blanco,VIHALS,Combinación de almacenaje,228.99,5,1,0,0,0,4.8,4.7,4.5,4.8,5.0,https://www.ikea.com/es/es/images/products/vihals-combinacion-almacenaje-blanco__1079330_pe857501_s5.jpg?f=s,29440616,6,4.8,190.0,47.0,90.0,"[9440617, 39248585, 20483262, 99521204, 59585858, 49535289, 19425150, 39503316, 30491718, 39500978, 69535288, 39440611]",['99521204'],['Gris Oscuro'],Combinación de almacenaje,0.6563765354439542
