Estancia,Categoria,Tipo_mueble,Mas_vendido,Enlace_producto,Nombre,Descripcion,Precio,Opiniones_5,Opiniones_4,Opiniones_3,Opiniones_2,Opiniones_1,Valoracion_Diseno,Valoracion_Montaje,Valoracion_Calidad,Valoracion_Relacion,Valoracion_Funcionamiento,Imagen_principal,ID,Resenas,Valoracion,Ancho,Largo,Altura,relacionados_lista,Variantes_ID,Variantes_colores,grupo_agrupacion,Score
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-2-accesorios-negro-marron,KALLAX,Estantería con 2 accesorios,67.97,106,20,3,3,1,4.7,4.7,4.6,4.6,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-2-accesorios-negro-marron__0644833_pe703033_s5.jpg?f=s,99027227,133,4.7,77.0,36.0,147.0,"[99017445, 20275885, 69442642, 19442692, 40346924, 9017483, 29442677, 19563580, 49442643, 19278253, 39552905, 60275812]",Sin_variacion,[],CATEGORIA_Estanterías,0.7837760780681046
Salón,Estanterías,Estanterías y librerías,1,kallax-accesorio-con-2-cajones-blanco,KALLAX,Accesorio con 2 cajones,20.0,2074,522,170,66,76,4.7,4.5,4.4,4.4,4.6,https://www.ikea.com/es/es/images/products/kallax-accesorio-con-2-cajones-blanco__0640671_pe699976_s5.jpg?f=s,70286645,2908,4.5,33.0,36.0,33.0,"[90508508, 20278167, 10508507, 20423720, 10592803, 90562166, 50324511, 20562136, 60592805, 60496738, 60496743]","['50324511', '90286649']","['Marrón', 'Negro']",CATEGORIA_Estanterías,1.0
Salón,Estanterías,Estanterías y librerías,0,tonstad-estanteria-hueso,TONSTAD,Estantería,175.0,2,0,0,0,0,5.0,5.0,5.0,4.5,5.0,https://www.ikea.com/es/es/images/products/tonstad-estanteria-hueso__1335574_pe947094_s5.jpg?f=s,20488877,2,5.0,120.0,37.0,116.0,"[50483289, 49306872, 19534644, 60529277, 50489291, 80483283, 70483274, 49189203, 89386107, 19440565, 90565513, 50529273]",Sin_variacion,[],Estantería,0.5876466803716446
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-puertas-blanco,KALLAX,Estantería con puertas,64.99,304,77,25,4,9,4.7,4.5,4.4,4.5,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-puertas-blanco__0619558_pe689126_s5.jpg?f=s,19278272,419,4.6,76.0,42.0,76.0,"[89563893, 89442641, 19552949, 99579964, 89552955, 49306872, 59552952, 20275814, 99552950, 9579968, 79552951, 99017186]","['99579964', '89563893', '39552953', '59197453']","['Gris', 'Blanco', 'Negro', 'Marrón']",CATEGORIA_Estanterías,0.8163491807792194
Salón,Estanterías,Estanterías y librerías,0,stockholm-2025-estanteria-banco-chapa-roble,STOCKHOLM 2025,Estantería/banco,279.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/stockholm-2025-estanteria-banco-chapa-roble__1397705_pe967726_s5.jpg?f=s,90586515,0,4.489009159034138,180.0,41.0,44.0,"[586633, 50586635, 50594777, 39424258, 20594769, 29613424, 9563953, 586181, 19564674, 59497215, 19564693, 40586508]",Sin_variacion,[],CATEGORIA_Estanterías,0.4524387884432503
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-soporte-verde-oscuro-negro,KALLAX,Estantería con soporte,99.99,13,3,2,0,0,4.7,4.6,4.3,4.8,4.6,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-soporte-verde-oscuro-negro__1291709_pe934970_s5.jpg?f=s,99563581,18,4.6,147.0,39.0,94.0,"[40562079, 69494829, 19563580, 29521071, 59425916, 79421762, 89442679, 59552914, 29552915, 59442685, 19440565, 29535290]",Sin_variacion,[],Estantería con soporte,0.6517324501128823
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-soporte-con-2-puertas-4-cajones-blanco,KALLAX,Estantería con soporte,159.99,28,7,0,0,1,4.8,4.5,4.5,4.7,4.7,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-soporte-con-2-puertas-4-cajones-blanco__1245496_pe921638_s5.jpg?f=s,79552913,36,4.7,147.0,39.0,94.0,"[19552893, 79552951, 59278307, 99552912, 29552915, 29278262, 19552911, 49442676, 19552949, 69552942, 99017186, 79552908]","['29552915', '59552914']","['Marrón', 'Negro']",Estantería con soporte,0.6710199839637161
Salón,Estanterías,Estanterías y librerías,0,havsta-estanteria-con-zocalo-blanco,HAVSTA,Estantería con zócalo,210.0,2,2,0,0,0,4.8,4.5,4.8,4.3,4.7,https://www.ikea.com/es/es/images/products/havsta-estanteria-con-zocalo-blanco__1289300_pe934565_s5.jpg?f=s,19534644,4,4.5,81.0,37.0,134.0,"[60529277, 20488877, 50529273, 50483289, 79534641, 70483274, 79552908, 80542918, 40503546, 80483283, 9017826, 10538849]",['79534641'],['Gris'],CATEGORIA_Estanterías,0.5586065547185317
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-2-estantes-adicionales-blanco,KALLAX,Estantería,89.99,18,5,0,0,0,4.7,4.9,4.7,4.8,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-2-estantes-adicionales-blanco__1246159_pe922029_s5.jpg?f=s,39552905,23,4.8,146.0,40.0,76.0,"[49442676, 99552912, 79278250, 79442694, 30377242, 89552941, 69552942, 99442693, 19552911, 99027227, 99017186, 59442666]",Sin_variacion,[],Estantería,0.6835188559673068
Salón,Estanterías,Estanterías y librerías,0,vihals-estanterias-blanco,VIHALS,Estanterías,299.97,5,1,0,0,0,4.7,5.0,4.7,4.8,4.7,https://www.ikea.com/es/es/images/products/vihals-estanterias-blanco__1079312_pe857492_s5.jpg?f=s,19440565,6,4.8,286.0,37.0,90.0,"[29521071, 89221055, 59278307, 9017826, 29535290, 69535288, 59425916, 39440611, 99521204, 20488877, 59521215, 99552912]",['29521071'],['Gris Oscuro'],CATEGORIA_Estanterías,0.6003845121566508
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-accesorios-efecto-roble-tinte-blanco,KALLAX,Estantería con accesorios,209.0,74,30,6,4,2,4.6,4.2,4.2,4.4,4.5,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-accesorios-efecto-roble-tinte-blanco__0480225_pe618797_s5.jpg?f=s,49197420,116,4.5,147.0,36.0,146.0,"[69017475, 49278256, 9278338, 19197596, 9197605, 69227671, 19278328, 99442711, 19442692, 79278325, 29442719, 19442710]","['39017486', '69227671', '09017483']","['Blanco', 'Marrón', 'Negro']",CATEGORIA_Estanterías,0.6746684552370071
Salón,Estanterías,Estanterías y librerías,0,ivar-2-secciones-con-baldas-pino,IVAR,2 secciones con baldas,231.0,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/ivar-2-secciones-con-baldas-pino__0578769_pe669756_s5.jpg?f=s,29407056,1,5.0,134.0,50.0,226.0,"[79031414, 39407070, 89407058, 99407067, 9572599, 89404578, 19403935, 79407054, 89407063, 59572568, 9553505, 39553504]",Sin_variacion,[],CATEGORIA_Estanterías,0.5820305302818879
Salón,Estanterías,Estanterías y librerías,1,kallax-lagkapten-combinacion-escritorio-estanteria-blanco,KALLAX / LAGKAPTEN,Combinación escritorio y estantería,107.99,31,13,2,1,1,4.6,4.5,4.4,4.7,4.5,https://www.ikea.com/es/es/images/products/kallax-lagkapten-combinacion-escritorio-estanteria-blanco__1090539_pe862076_s5.jpg?f=s,29481659,48,4.5,77.0,159.0,147.0,"[9481684, 29481701, 59481667, 49481682, 79481652, 19481650, 40613677, 39481692, 70214192, 89481699, 9481679, 99481670]",['59481667'],['Marrón'],CATEGORIA_Estanterías,0.8443329214326455
Salón,Estanterías,Estanterías y librerías,0,vittsjo-combinacion-almacenaje-negro-marron-vidrio,VITTSJÖ,Combinación de almacenaje,139.98,14,4,2,1,0,4.8,4.2,4.3,4.4,4.5,https://www.ikea.com/es/es/images/products/vittsjo-combinacion-almacenaje-negro-marron-vidrio__0754478_pe747936_s5.jpg?f=s,79294542,21,4.5,200.0,36.0,175.0,"[20213312, 59902658, 70339291, 89294532, 29294554, 49294548, 90305803, 70342199, 80512959, 9294526, 50214678, 50339292]",Sin_variacion,[],Combinación de almacenaje,0.7049137268500927
Salón,Estanterías,Estanterías y librerías,0,eket-mueble-almacenaje-con-riel-blanco,EKET,Mueble de almacenaje con riel,170.0,6,1,0,0,1,4.6,4.5,4.1,4.1,4.3,https://www.ikea.com/es/es/images/products/eket-mueble-almacenaje-con-riel-blanco__0625896_pe692503_s5.jpg?f=s,19189030,8,4.4,80.0,35.0,210.0,"[49490323, 59521673, 59507733, 9188842, 59189033, 69567496, 69284647, 79521672, 89222502, 89521681, 29286281]","['49490323', '59507733', '89521681']","['Marrón', 'Marrón', 'Marrón']",Mueble de almacenaje con riel,0.5682357711229791
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-10-accesorios-efecto-roble-tinte-blanco,KALLAX,Estantería con 10 accesorios,374.0,44,10,1,0,1,4.7,4.6,4.4,4.6,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-10-accesorios-efecto-roble-tinte-blanco__0480309_pe618893_s5.jpg?f=s,9197605,56,4.7,182.0,36.0,182.0,"[19197596, 9278338, 69278335, 69017475, 90324509, 49197420, 19278328, 69227671, 9442720, 49442718, 70301537, 70301542]","['09278338', '69278335']","['Blanco', 'Negro']",CATEGORIA_Estanterías,0.6662948249416087
Salón,Estanterías,Estanterías y librerías,0,vihals-estanterias-gris-oscuro,VIHALS,Estanterías,358.0,2,0,0,0,1,4.3,4.3,3.7,3.7,3.7,https://www.ikea.com/es/es/images/products/vihals-estanterias-gris-oscuro__1210163_pe909556_s5.jpg?f=s,69521069,3,3.7,190.0,37.0,200.0,"[49521070, 69440600, 99017836, 49521094, 69278335, 9497213, 39017839, 9442720, 29483535, 70483274, 99440566, 89017827]",['69440600'],['Blanco'],CATEGORIA_Estanterías,0.4283159365006347
Salón,Estanterías,Estanterías y librerías,0,ivar-estanteria-con-soporte,IVAR,Estantería con soporte,94.0,0,3,1,0,0,4.0,3.5,3.8,4.3,4.3,https://www.ikea.com/es/es/images/products/ivar-estanteria-con-soporte__1288486_pe934169_s5.jpg?f=s,89555807,4,3.8,80.0,30.0,120.0,"[522330, 69562823, 9572599, 99403470, 79403471, 29403949, 69403462, 99403936, 69590576, 29422330, 90596393, 29590578]",Sin_variacion,[],Estantería con soporte,0.4923217344841106
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-4-cajones-con-2-estantes-adicionales-blanco,KALLAX,Estantería,129.99,6,0,0,0,0,4.8,4.8,4.7,4.5,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-4-cajones-con-2-estantes-adicionales-blanco__1246158_pe922027_s5.jpg?f=s,19552893,6,5.0,146.0,40.0,76.0,"[79552913, 19552911, 59278307, 99552912, 49442676, 69552942, 9552940, 19552949, 29278262, 79552951, 99017186, 79278250]",['69552942'],['Blanco'],Estantería,0.6229882431098837
Salón,Estanterías,Estanterías y librerías,0,eket-mueble-almacenaje-con-riel-blanco,EKET,Mueble de almacenaje con riel,220.0,7,2,2,0,7,4.1,2.8,3.1,3.4,3.3,https://www.ikea.com/es/es/images/products/eket-mueble-almacenaje-con-riel-blanco__1132791_pe878303_s5.jpg?f=s,99494272,18,3.1,175.0,35.0,70.0,"[99521666, 79521667, 89435221, 19494271, 89221055, 29492691, 20333951, 59329397, 49189203, 19494474, 69284647, 89285820]","['99521666', '79521667', '29492691', '19494271', '99568833']","['Blanco', 'Gris', 'Marrón', 'Marrón', 'Marrón']",Mueble de almacenaje con riel,0.4408686675944357
Salón,Estanterías,Estanterías y librerías,0,ladmakare-panel-lateral-izquierda-derecha-efecto-roble,LÅDMAKARE,Panel lateral,49.0,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/ladmakare-panel-lateral-izquierda-derecha-efecto-roble__1377588_pe960920_s5.jpg?f=s,50597295,1,5.0,35.0,36.0,212.0,"[90584724, 60584725, 60584730, 70584433, 19564674, 99563996, 69613422, 20584732, 59566671, 69563988, 89563992, 89497214]",Sin_variacion,[],CATEGORIA_Estanterías,0.6847687510556565
Salón,Estanterías,Estanterías y librerías,0,vittsjo-combinacion-almacenaje-negro-marron-vidrio,VITTSJÖ,Combinación de almacenaje,119.98,17,10,0,0,1,4.7,3.9,4.5,4.5,4.5,https://www.ikea.com/es/es/images/products/vittsjo-combinacion-almacenaje-negro-marron-vidrio__0754457_pe747922_s5.jpg?f=s,9294526,28,4.5,200.0,36.0,93.0,"[90305803, 69494829, 521905, 20213312, 89494828, 79294542, 59902658, 89294532, 49294548, 29294554, 70339291, 59497215]",Sin_variacion,[],Combinación de almacenaje,0.741343345892998
Salón,Estanterías,Estanterías y librerías,0,ladmakare-combi-almacenaje-puertas-correderas-con-6-baldas-efecto-roble,LÅDMAKARE,Combi almacenaje puertas correderas,219.0,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/ladmakare-combi-almacenaje-puertas-correderas-con-6-baldas-efecto-roble__1377057_pe960722_s5.jpg?f=s,19564674,1,5.0,159.0,35.0,212.0,"[69613422, 69563988, 59566671, 39566672, 70528461, 29613424, 586633, 19564688, 89564675, 19564693, 89497214, 59564672]",Sin_variacion,[],Combi almacenaje puertas correderas,0.6544814366994394
Salón,Estanterías,Estanterías y librerías,0,ivar-estanteria-pino-metal-blanco,IVAR,Estantería,96.0,0,0,1,0,1,3.0,1.0,2.5,2.0,3.0,https://www.ikea.com/es/es/images/products/ivar-estanteria-pino-metal-blanco__1183837_pe897612_s5.jpg?f=s,39553504,2,2.0,89.0,50.0,124.0,"[79031414, 79553502, 89404583, 29407056, 39407070, 69553499, 19553500, 99403936, 39590610, 59553503, 9572599, 99553501]",Sin_variacion,[],Estantería,0.2307974738643335
Salón,Estanterías,Estanterías y librerías,0,ivar-secciones-con-baldas-pino,IVAR,Secciones con baldas,221.0,0,0,0,0,0,4.605936454849498,4.507416502946955,4.362735257214554,4.359205020920502,4.5,https://www.ikea.com/es/es/images/products/ivar-secciones-con-baldas-pino__0124413_pe281090_s5.jpg?f=s,49403948,0,4.489009159034138,259.0,30.0,226.0,"[9572599, 99403936, 59553503, 39407070, 99031408, 29407056, 89607665, 29403845, 99572571, 19553500, 89407058, 89407063]",Sin_variacion,[],CATEGORIA_Estanterías modulares,0.4597650463528636
Salón,Estanterías,Estanterías y librerías,0,vittsjo-estanteria-metalica-negro-marron-vidrio,VITTSJÖ,Estantería metálica,129.98,28,7,2,2,2,4.7,4.1,4.3,4.4,4.3,https://www.ikea.com/es/es/images/products/vittsjo-estanteria-metalica-negro-marron-vidrio__0141579_pe301500_s5.jpg?f=s,59902658,41,4.4,151.0,36.0,175.0,"[89294532, 79294542, 20213312, 49294548, 29294554, 9497213, 70339291, 9294526, 80512959, 89494828, 50214678, 90305803]",Sin_variacion,[],CATEGORIA_Estanterías,0.6490798927811672
Salón,Estanterías,Estanterías y librerías,0,ladmakare-accesorio-con-bandeja-extraible-efecto-roble,LÅDMAKARE,Accesorio con bandeja extraíble,20.0,1,0,0,0,0,5.0,4.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/ladmakare-accesorio-con-bandeja-extraible-efecto-roble__1376783_pe960515_s5.jpg?f=s,20584732,1,5.0,76.0,34.0,24.0,"[90584724, 60584730, 60584725, 89555807, 79534641, 50597295, 70584433, 30534572, 39566672, 99516146, 19521566, 488901]",Sin_variacion,[],CATEGORIA_Cajas y cestos,0.58008160965598
Salón,Estanterías,Estanterías y librerías,0,havsta-vitrina-blanco,HAVSTA,Vitrina,1185.0,1,1,1,0,0,4.3,4.7,4.0,4.3,4.0,https://www.ikea.com/es/es/images/products/havsta-vitrina-blanco__1289931_pe934571_s5.jpg?f=s,49534893,3,4.0,243.0,47.0,212.0,"[69534892, 39534902, 79437273, 19534880, 79571761, 79534679, 9384051, 9534673, 9388445, 79437329, 49336567, 39591068]",['69534892'],['Gris'],Vitrina,0.4585058356879501
Salón,Estanterías,Estanterías y librerías,0,ivar-2-secciones-con-baldas-pino-metal-blanco,IVAR,2 secciones con baldas,134.0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,https://www.ikea.com/es/es/images/products/ivar-2-secciones-con-baldas-pino-metal-blanco__1183831_pe897608_s5.jpg?f=s,9572599,1,1.0,175.0,30.0,124.0,"[69553499, 59553503, 99572571, 69407064, 99403936, 29407056, 49403948, 99407067, 79553502, 89407063, 9553505, 80487813]",Sin_variacion,[],CATEGORIA_Estanterías,0.0235216227763205
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-2-puertas-con-2-estantes-adicionales-con-forma-ondulada-blanco,KALLAX,Estantería,94.99,1,1,0,0,0,4.0,4.0,4.0,4.0,4.0,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-2-puertas-con-2-estantes-adicionales-con-forma-ondulada-blanco__1246186_pe922033_s5.jpg?f=s,89552955,2,4.5,76.0,40.0,76.0,"[19552949, 59552952, 79552951, 19278272, 49306872, 89552941, 69552956, 99552950, 9579968, 69552942, 49189203, 89442641]",['59552952'],['Blanco'],Estantería,0.4943990651338865
Salón,Estanterías,Estanterías y librerías,0,kallax-accesorio-con-tablero-perforado-blanco,KALLAX,Accesorio con tablero perforado,25.0,9,2,1,0,0,4.8,4.4,4.1,4.0,4.7,https://www.ikea.com/es/es/images/products/kallax-accesorio-con-tablero-perforado-blanco__0627499_pe693417_s5.jpg?f=s,20416197,12,4.7,33.0,36.0,33.0,"[40423719, 20423720, 10508507, 90508508, 90601021, 10592803, 90495695, 60592805, 20562136, 20278167, 90495596]",Sin_variacion,[],CATEGORIA_Estanterías,0.8001767911846289
Salón,Estanterías,Estanterías y librerías,0,ivar-estanteria-pino-metal-blanco,IVAR,Estantería,102.0,1,0,0,0,1,3.5,3.5,3.5,3.5,3.5,https://www.ikea.com/es/es/images/products/ivar-estanteria-pino-metal-blanco__1183834_pe897615_s5.jpg?f=s,99553501,2,3.0,48.0,50.0,179.0,"[19553500, 39407070, 89297192, 59553503, 39553504, 9553505, 39590610, 79031414, 59403815, 29590578, 89404583, 19403935]",Sin_variacion,[],Estantería,0.378310196246177
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-accesorios-negro-marron,KALLAX,Estantería con accesorios,164.96,32,4,1,0,0,4.8,4.6,4.5,4.5,4.8,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-accesorios-negro-marron__0644585_pe702810_s5.jpg?f=s,39030591,37,4.8,147.0,36.0,146.0,"[19442692, 59442713, 99442711, 89278259, 10275862, 79278325, 19278253, 70301542, 20409936, 69278335, 9017483, 89030584]",['89030584'],['Blanco'],CATEGORIA_Estanterías,0.6798117396606811
Salón,Estanterías,Estanterías y librerías,0,vihals-estanteria-6-baldas-blanco,VIHALS,Estantería 6 baldas,149.0,22,9,1,1,0,4.7,4.4,4.4,4.4,4.6,https://www.ikea.com/es/es/images/products/vihals-estanteria-6-baldas-blanco__1035577_pe838112_s5.jpg?f=s,80483283,33,4.6,95.0,37.0,140.0,"[50483289, 80542918, 70483274, 20488877, 90565513, 19521095, 19534644, 79552908, 49521070, 99440566, 30542911, 50542905]",['80542918'],['Gris Oscuro'],CATEGORIA_Estanterías,0.6512244248978656
Salón,Estanterías,Estanterías y librerías,0,kallax-lagkapten-combinacion-escritorio-estanteria-blanco,KALLAX / LAGKAPTEN,Combinación escritorio y estantería,247.0,8,0,0,0,0,5.0,4.5,5.0,5.0,4.9,https://www.ikea.com/es/es/images/products/kallax-lagkapten-combinacion-escritorio-estanteria-blanco__1090548_pe862085_s5.jpg?f=s,59481653,8,5.0,182.0,159.0,182.0,"[89481661, 39481692, 69481681, 9481679, 9481698, 79481652, 39481654, 99481670, 29481701, 79481690, 70301537, 19481693]",['39481654'],['Marrón'],CATEGORIA_Estanterías,0.6543189953935953
Salón,Estanterías,Estanterías y librerías,0,kallax-lagkapten-combinacion-escritorio-estanteria-blanco,KALLAX / LAGKAPTEN,Combinación escritorio y estantería,117.99,25,7,3,0,1,4.5,4.4,4.4,4.5,4.5,https://www.ikea.com/es/es/images/products/kallax-lagkapten-combinacion-escritorio-estanteria-blanco__1090563_pe862075_s5.jpg?f=s,9481684,36,4.5,77.0,179.0,147.0,"[29481659, 29481701, 79481652, 49481682, 9481679, 39481692, 19481650, 59481667, 9481698, 69481681, 99481670, 79481690]",['49481682'],['Marrón'],CATEGORIA_Estanterías,0.6606091888883726
Salón,Estanterías,Estanterías y librerías,0,utsadd-casa-gatos-azul-grisaceo,UTSÅDD,Casa para gatos,6.99,71,17,10,0,2,4.4,4.9,4.3,4.5,4.6,https://www.ikea.com/es/es/images/products/utsadd-casa-gatos-azul-grisaceo__1227145_pe915557_s5.jpg?f=s,10570882,100,4.6,33.0,38.0,33.0,"[50567731, 50595946, 30570881, 50570880, 70570577, 569214, 90570581, 50567750, 40570588, 567795, 90570878, 50569202]",Sin_variacion,[],CATEGORIA_Estanterías,0.6743025488147907
Salón,Estanterías,Estanterías y librerías,0,jattesta-combinacion-almacenaje-negro,JÄTTESTA,Combinación de almacenaje,348.0,6,0,0,0,0,5.0,5.0,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/jattesta-combinacion-almacenaje-negro__1159844_pe888658_s5.jpg?f=s,89494828,6,5.0,200.0,40.0,195.0,"[89294532, 521905, 9494832, 9294526, 9497213, 69494829, 70339291, 20213312, 29294554, 89497214, 79294542, 59902658]",['89497214'],['Blanco'],Combinación de almacenaje,0.6682929115323709
Salón,Estanterías,Estanterías y librerías,0,kallax-estanteria-con-accesorios-blanco,KALLAX,Estantería con accesorios,269.0,16,6,0,0,1,4.6,4.5,4.1,4.5,4.5,https://www.ikea.com/es/es/images/products/kallax-estanteria-con-accesorios-blanco__0644587_pe702806_s5.jpg?f=s,69017475,23,4.6,147.0,36.0,146.0,"[9278338, 19278328, 79278250, 49197420, 70301537, 9197605, 69227671, 19197596, 30275861, 9573198, 79442694, 39017486]",Sin_variacion,[],CATEGORIA_Estanterías,0.6102674742901013
Salón,Estanterías,Estanterías y librerías,0,ladmakare-combi-almacenaje-puertas-correderas-11-estantes-efecto-roble,LÅDMAKARE,Combi almacenaje puertas correderas,284.0,1,0,0,0,0,5.0,4.507416502946955,5.0,5.0,5.0,https://www.ikea.com/es/es/images/products/ladmakare-combi-almacenaje-puertas-correderas-11-estantes-efecto-roble__1377061_pe960726_s5.jpg?f=s,39566672,1,5.0,198.0,35.0,212.0,"[19564674, 59566671, 69563988, 29613424, 89497214, 69613422, 89564675, 59564672, 19564688, 29564678, 9497213, 586633]",Sin_variacion,[],Combi almacenaje puertas correderas,0.6315686628237993
